stop_id,stop_name,Borough,Rides2019,Rides2020,Linked,node_link,stop_lat,stop_lon,ratio20to19,zRatio20to19
A22,72 St,M,2837041,935070,1,A22,40.775594,-73.97641,0.3295934038316683,-0.9479071081305801
A24,59 St-Columbus Circle,M,23040650,7618925,2,LINK_125,40.768296,-73.981736,0.3306731797931048,-0.9358042519530837
A25,50 St,M,6902595,2002813,1,A25,40.762456,-73.985984,0.290153630627322,-1.3899746478915627
A27,42 St-Port Authority Bus Terminal,M,65020294,20341240,5,LINK_127,40.757308,-73.989735,0.31284447898682216,-1.1356403377675799
A28,34 St-Penn Station,M,25631364,8010472,1,A28,40.752287,-73.993391,0.3125261691106256,-1.1392081692336171
A30,23 St,M,7272610,2341259,1,A30,40.745906,-73.998041,0.32192830359389546,-1.0338227138460854
A31,14 St,M,14239275,4463227,2,LINK_A31,40.740893,-74.00169,0.3134448207510565,-1.1289113029590938
A32,W 4 St-Wash Sq,M,14063633,4503429,2,LINK_A32,40.732338,-74.000495,0.3202180403882837,-1.0529924956734615
A33,Spring St,M,4423135,1377863,1,A33,40.726227,-74.003739,0.31151276187590926,-1.1505671200243803
A34,Canal St,M,6403172,1965245,1,A34,40.720824,-74.005229,0.30691741530603894,-1.2020748592288182
A36,Chambers St,M,20820549,5930847,4,LINK_317,40.714111,-74.008585,0.28485545698146575,-1.449360146299856
A38,Fulton St,M,27715365,8855302,4,LINK_229,40.710197,-74.007691,0.31950876346026835,-1.0609425491626745
A40,High St,B,3536860,1043554,1,A40,40.699337,-73.990531,0.29505097742064995,-1.3350818867931231
A41,Jay St-MetroTech,B,12238047,4048255,2,LINK_A41,40.692338,-73.987342,0.33079256845475424,-0.9344660634280819
A42,Hoyt-Schermerhorn Sts,B,3605153,1426671,1,A42,40.688484,-73.985001,0.39573105496493494,-0.20659177219879585
A43,Lafayette Av,B,1599887,619691,1,A43,40.686113,-73.973946,0.38733423048002763,-0.3007090360739008
A44,Clinton-Washington Avs,B,2144338,724726,1,A44,40.683263,-73.965838,0.3379719055484723,-0.8539952181802967
A45,Franklin Av,B,1977940,781552,1,A45,40.68138,-73.956848,0.3951343316784129,-0.21328024867212964
A46,Nostrand Av,B,5608232,2150476,1,A46,40.680438,-73.950426,0.3834499000754605,-0.34424722724627177
A47,Kingston-Throop Avs,B,2055094,791030,1,A47,40.679921,-73.940858,0.3849118337166086,-0.32786089042106564
A48,Utica Av,B,5106247,2085483,1,A48,40.679364,-73.930729,0.4084179633300152,-0.0643883589320584
A49,Ralph Av,B,1829126,818101,1,A49,40.678822,-73.920786,0.4472633377908356,0.3710167593990125
A50,Rockaway Av,B,1787343,781385,1,A50,40.67834,-73.911946,0.43717685972977766,0.257960720303594
A51,Broadway Junction,B,2759349,1292868,3,LINK_A51,40.678334,-73.905316,0.4685409493326143,0.6095105594908306
A52,Liberty Av,B,833633,381652,1,A52,40.674542,-73.896548,0.45781776873036456,0.48931792951072584
A53,Van Siclen Av,B,918811,437290,1,A53,40.67271,-73.890358,0.47593030557971117,0.6923354408522572
A54,Shepherd Av,B,977012,449144,1,A54,40.67413,-73.88075,0.45971185614915683,0.5105481369203733
A55,Euclid Av,B,3240578,1537226,1,A55,40.675377,-73.872106,0.47436784425494466,0.6748223220462114
A57,Grant Av,B,1749932,802190,1,A57,40.677044,-73.86505,0.45841209829867674,0.49597957557825495
A59,80 St,Q,1298825,552808,1,A59,40.679371,-73.858992,0.42562161954073874,0.12844180610373393
A60,88 St,Q,853110,384745,1,A60,40.679843,-73.85147,0.4509910796966394,0.4127998012188623
A61,Rockaway Blvd,Q,2299903,1040869,1,A61,40.680429,-73.843853,0.45257082581308866,0.4305066596109573
A63,104 St,Q,536924,243156,1,A63,40.681711,-73.837683,0.45286856240361767,0.4338438918356466
